Elliptic Curve: brainpoolP256r1
Field Prime: 76884956397045344220809746629001649093037950200943055203735601445031516197751
Base Point: (63243729749562333355292243550312970334778175571054726587095381623627144114786, 38218615093753523893122277964030810387585405539772602581557831887485717997975)
Polynomial Degree: 8
Polynomial Coefficients: [49, 20, 57, 19, 56, 50, 51, 22, 58]
Public Key: (13979601955644756606039575017028052805368902592422183282177836007333562492993, 37552273053531001006520020934217457268961946041791691875529910866683383695716)
76622427460482377792635482709040203578656397263379388541967004870767491072849, 75636754540770870711932953945873552061746808085381509785809268931666991052668
11925716289005214774100416687691770353233874157872189452774471329806326744956, 24609423508510705700025792259230898949933990719031526451641726341729592606672
39416097838248990255267053214397843495858921597225118540191032802948805879882, 71347689281349268313680198663735532520627616775563050108751533551682449670042
31161606747649995610009222350622651255063016456415035430434097681815719710203, 15790166051041154849612663559220563631188100881611916226213991602748090511289
67215669354593872309184401767654900555302504423285287070975247530653767413161, 67315037427378385935616009924237922886449731635915623409760880411571016477754
19325355967105147381236732410991357396766510992765206178858356915351689565018, 27524082639679875689909613851119127177471741669557338565688543872855786162191
51148882377359427774270915825334387969657138773569020122568075773768993794322, 59220164332033306932800884854759671310087794267080801558059163070897319757725
72718773562275082046041901114595205605678810811915987510385125396251510897678, 69003913502572327710298708850728908202493398685219615322536140736792596209646
16013046222301617126901804022915233866073757013523669538525671724678245705308, 66410776259326368539603882558267962097137333775267993162182651681146296114086
13239720700499032792875937344482729770394731359945801260635718038284060494860, 33224060171073469635355608106663234480644120857132722401617324529966957122509
51949015922512056084359939898638140624022495588769188953901061872190346578466, 20843722203103290527159690156299248207035009983922843371395099878041987063387
39875903478842563376966256102454314554455745513571803687377471221938120622940, 63970399673539074009591652499384669944064878260591243249131901672179549823234
10956770078567352602500960203967809209120443825056656368061048939168073104505, 72361578161494974307235319954319376446866426047938759813333972409945977014661
27554268067820659656160658949867422709315254317592187538491390455174736605462, 15784562560665659931603778911654532410086527615984862957417965050074665846147
46402628782123899754732764242410906612190940175877333084841486886338442058385, 52936996233818567510793759944208534330647929230342324202418447025474123676840
60845383972864747332227141656633991307455523673563527600226137499477602189289, 41950705853300710626924977551609826545317661863734004696540839173105846438303
63069131747613291045875148786147047556587338871710316616513368985259379416731, 56996101940860866610228663312013646215112822389945210786081729812265513590960
12354785406688111249306934685093835323204344614630554104856196959696458769220, 16624212371390641675606503544505983917199804877239603773645345477248959882316
19921734227213592780485150024855497368817503344632925542479802811493265296831, 19630206204910635198502141512103284816717785696123294106035680719411925995663
60647194288329795915276185889653548946914379772889995746473741158178309301737, 32647537404950654314760066057045847953685743907848891598238386354939848896983
1167028951336836544762061713109464013954290083777357464053244259008163029895, 41127820518958148458109270545188144382094548078199477488388743360344363681814
33562985075241494116474617057187145911138539994068035713826158995704875064162, 3052011771456215392527184104864455796971216197938486088214575628466691343897
47236342113434403105808547926817994997488027609425450986907167045240847835982, 15804036553677401897281694105427246005680823364074480937068093636658459761951
30708943809295681507483217683413841706896698522629146848159043519055512616270, 41984763639226721619286212680578302391064935894634310071276926382303321902928
23701739003593592478681637506181128794804896972448225057115586401275056798010, 7488432091445911478809075101344687428528223396881050289329902025121890499112
29041768956952486816531557293132756095160222127184453326886175575028083716912, 43515339324220054505303916129812837600642480074414001462116139912225259979016
5205836813742845023573174528501378700440128658429362696212816939492114336785, 20401611821139374110987965265446571321990407654730188205207180691829531813440
63704889180506797448095134316731834165799712810233599572578798273950894476861, 34055188554508886106269898378651308189758944847481509163241369618513991532639
75752150113108351075383430728011033087043204979383693804600970053678262595344, 65155970969425714903320358658527732555111185215801789996453351981535723391362
41418205086597825143409302819659897183462897249976871661328405807633107211592, 67465971273028225225923146098067232670591288302902765725066069128252101712258
53582543908981842756646259547743182271647055207574154976887088861775887646446, 18175629350799714234288200680558451035867445975786251721189040142661147711513
70557089954903817100247550447114726705358438676440537490726744300017776178035, 19560034242486347996477234374615417573047418665677385337636795642813933702846
63112413915796391844350872578701954273794502525627162995718597923400055822888, 27584122083216765706841972190660406332110046894290888038950679710075389530687
29185247515299948491861281841475313271985965884722579292388136322215844866628, 49179197692896310388476602402536178052609224778246739597828126585897955885395
31610345445866074964178350214271202902926771218120564919901963580095671678767, 10061573547213731278771468246463190846464753956161680711424681435081148914097
28641433660974370214904081943972929788621477768353927768114584090590909686220, 74985444855890104269606160561376112001194516065437267933496819574878214196336
57405412870707849065562135672924905034885782489270350184507909541782492439907, 21181090788266012379501751472512399408463268599249369195854976231153753053022
7419564180031245798040251817521839716516127040366004060284353243998629950805, 72366013712377631496427131915176053784059312421131365097614227317483660313889
55571035258860481797697443487026447044551992568590494029782806927940267060923, 61133970509601732675653847225519358558849232292125685304898388042505123484034
59783146162435261657184786141478618111205201477451746918270626593361611597135, 34211804674225362077856496073751601259644795402135995567331851727028594119315
66194911840751864181694503654006145963870081725229463501677720334171173999858, 11719760573479560834009433922027698768860188268256205021103974696531063878165
51950186361898829160331105213855473229403700309804262120256769543426045169580, 24743075228812951675504937426722863052353234422992892207879037518749356263645
51634824288692518591087117686737501298202826216805081300933609545208639557450, 57155367913965214036237752083451028534912330081688671759660470946891313131874
5354529626884385373965240922576805628491203943629716765873174337908691859085, 66007674755231223444374755508956609670817754987127317201439105724416095557783
4426580257746742991874058663880090203008791117700058371766468478722256311536, 72264998471241318730753723268819969793128326524966794346504797015226473777512
16944822751425162915457578644574834793270281772701715775865549248761547653583, 24439334562211565161822048652604916568145766585459067018016989977669362710549
28135483857822823928531264942972871470918968744712925151599267315702407866802, 25718361252357155837747276262610326867996738871800814000146437366607454044872
31372830464933209852197472165315458895063049269583122199219023869890746206989, 6014297042072900910886404182295413643973456622593091381095796476201180213009
6396846882929000939835419279696652645129012690560669701019551428668947084464, 34467035581618850611118683610035931704626455100162176805612634215032546719666
10510480681034030803183556285403098806849628639349143653386470709449639437303, 49133362015852198736077955298314931285188168194021466580711799859946187541829
21950281289381425482481309960894200325765452394371901883776048848318830344636, 48360953177259186204852458130864918573980903553091935259921821840963447373970
76578730664482474337025909563841495932575142781109243624206774528794629283358, 44314292086041341105094291084603336724370491776945810760280234148187421722210
61957131103850890365683576065702313332849304735847521248026068531328344349249, 50341126621028823481508505391419315307035656768639218590800439376146760879128
15673178968100253394705124851775544998499821424966465547344455947125220171578, 61222147804482733932314390298243395515276617795854767279893263776403991132092
64863644364396543830775059065904311236686334198189288887579495179098238926986, 73883795978403632261298383421860020319600527078518797678410029147256359772857
14911480466944239210657879107578748683304759606093423062608233485621572984626, 46372858851006906111869233782391889429703598053631873201774669049795996697146
45092603969795818859144249323185890913768843482026550010180849046364086108813, 28788466540238547238040309322075344163273854699706176298488514082179375400604
50013576102264066168832835090438636515199035980276288649728630462621881471935, 46183780337012115849092073345125870788811639986937677801787245549835368165870
50860320482258965483563369423332910873921045518934362617564937902809920453202, 56453382700093365757250321275724691974402288724932728317924135409498733795950
7949568276667599262042037285164246502313303690714436034488659646117421920878, 57820053387176339537819555235791604509952817151667183932357784587902068795533
