Elliptic Curve: brainpoolP256r1
Field Prime: 76884956397045344220809746629001649093037950200943055203735601445031516197751
Base Point: (63243729749562333355292243550312970334778175571054726587095381623627144114786, 38218615093753523893122277964030810387585405539772602581557831887485717997975)
Polynomial Degree: 10
Polynomial Coefficients: [19, 50, 25, 22, 40, 46, 40, 17, 34, 34, 23]
Public Key: (25348647257533261509838511416917133566110416061545029392768527238923920136591, 39049166058371634204269322498682653417140418470225360945729614436531253826389)
64432130417569673278100713734901222088581604997596994013373281915704091300013, 8000789802832404630564481121041287143264550365866360438360852856166951508020
42690948893597914172792430064934562523383171633770901359636912381701469261463, 58909481034137258971781869975683525426095354900808673834128434636506536455275
40717890162370341189711712179978227504073771143122130580609851356614657205087, 25282504411017725094991082543123056874203013366302927319213131037259607729739
43842425101129573941618111951492352249624973574726088940918185540749684423376, 52985804143596332287828047257720764991361919562578809064737241901344017140705
14338188120308216780186622177478137357267590019059985513494230440293839778771, 5793924667304568674892007807306163743666449456949332648552902080128069024315
6536843903256776998336341657879860692541443467233975812876739725957896015846, 15649734160219679189102088085883964185609155073545036202247289259914593847237
59518472856100364485396053013736316582585567373210721777135886027260873684606, 6612612226896790689717549135469339905894085175924824301809045865510116270803
32979149192045016750614045953851856208291923164743670317814266084369477838636, 21845868565531288566427507913493047851382988927312008401400283368551974627464
56087641436331448559794578100863109326930088333851098635190655831859966521250, 15941855724671900142266860897477393496539215221141840455981019038754892020895
73294929299679922916753552091678239012862783616891052753523018202039897971970, 47813674872183476101680229135864353908991023676062257546958231941047470915643
55114873110040967778638885532779560040942063145054376432175229446746857932226, 50238184451425608010816072132807264721080649389486117129473469512086923077370
57556544346444565733891643911604322791690153124309209908382105257766988739286, 60622887444846842596203240294547559645244080572390355910005996854222604293803
1118406230805886457945225166804948639815311913204580237735245467365390053250, 26511365776440976061083036175437299568362059259357766627529568267697558665670
58815678239828833891429473015119585495270567430648871155688476594858703529249, 810373731663124823200123256488567127955452677084399961831251636341976657024
49517467790495516378094856640320868789652523574766671396188625648984619531283, 32816970484991658263559738561976512162963300003931074317679006394276357463670
10867951208560902722850786562321748213372982186194318847095481754710813801048, 75320920079352639385308730771699142531047622822623340979496311789452664305576
70968359661540369240361515917392069524530350413421334664286039721646760161012, 20083384601897438982847005444313346541600799845980421649520653271386061532982
20398025158569899501398796991020940364971252504814468422235882204820023767930, 50300193739065995395247987948387043328060678126132296121739987565680690831200
6481711490862121945762208574849483323957222779472375644430203083227267737098, 26539415305047083938977974026910905381445961675059044976490555844908548271139
