Elliptic Curve: brainpoolP256r1
Field Prime: 76884956397045344220809746629001649093037950200943055203735601445031516197751
Base Point: (63243729749562333355292243550312970334778175571054726587095381623627144114786, 38218615093753523893122277964030810387585405539772602581557831887485717997975)
Polynomial Degree: 8
Polynomial Coefficients: [24, 17, 42, 24, 20, 25, 19, 54, 24]
Public Key: (55349961039635273643884418690541733382867664543943245167571217684933695726174, 26334626078324059005463654461933434781530212306423833407882684531452572365370)
40717890162370341189711712179978227504073771143122130580609851356614657205087, 62151696498182242740930970402555797324023401479129467249512317907130595852598
26613872398321043517530743449877071410786537641897368248553192776074847985024, 45370450598445938330121290156901941259747058432986515974317809037201156873417
55114873110040967778638885532779560040942063145054376432175229446746857932226, 7360659750662043007204996627279258112818806097056662602866365213576963636549
37577912583846408975618166282297889778022341992816509976001689611707013064283, 19399344143789612955105390666699423367934395748993000622336800193495304169582
26492037633981880657179223952785181534355065893001469736677685975934132404679, 67103118597051436735558417671692181876926584881103766440713224208739750206761
51148882377359427774270915825334387969657138773569020122568075773768993794322, 52714370613042477967050696138983970472997912071943884909022877923716827884750
56496646490416536766102224556153836899254873721140220925024113034513958188683, 46875481522635974206204712042755842620540882556454941542516104595565487576485
3925490760503750214902383231136668180231295200190399914517102141562079037610, 43128721209768433305239458519410472520907821542835348351887638476454979332297
22884841310719934638964465276517652339193401549609892822436846833104066380291, 52332888717224595212327763580585006025090698824271339117791118531637634137656
35368283575540919866569115063382347866863223946693080408718262526434909270302, 1660234001484905712392269339087205035728177311977345387703683795180833199080
68248338610298979457130517611420233638222189898728311548621349289799474392209, 51613603256619653023356332820837053112860860735329473991139212700248345620655
39409624273578926868517522376137303336214193657796835628372368378631893938651, 13527782016895084452195724385014089899223637859207432604651452180824350620552
33717300422817575714989254397246001369210393486997190868657377205703774431559, 42053530612021011495992068329528103137135394587534397754523179260230751311608
6379909076994921462185386857418779004302207656353485493521295101690424058756, 5501393662053702674510607292761379605163730091324511305151760698742126289883
6882597346472351729185617451844940098272156937558629079319872937812526040514, 23151225974043877648513202001428938946335208191785659763670003388823164291253
2720428036911282195986410933575907955755288215015048154886583980275294790852, 50339010025624621150701530947103754286111732126689582577302507973903520878502
30041996904314263516832013769965350252187068118812318419950238926634555148928, 33737358113894046466847451553025943775250565391258123000211738209621955609853
35827398924171364945203688992342955473232652989129273080833097619626363610681, 1864525919345988182157630792563244139972341309167623730963305449356650839516
29812104589831401736273662603939733568165691670785982711940391936960986285391, 66087924639914471526158937568587287782298872901266482584149455762520204909831
4778434823190805841008450716846257770620478184590989045378481438366940019991, 43765044057320585971466377208788629382646987401181037820334775445238483240882
61913107694658310122687241470943483526119051349502677978479941103518988060348, 932169566450311377071689388005301515969721336628960113929373611962251102151
