Elliptic Curve: brainpoolP256r1
Field Prime: 76884956397045344220809746629001649093037950200943055203735601445031516197751
Base Point: (63243729749562333355292243550312970334778175571054726587095381623627144114786, 38218615093753523893122277964030810387585405539772602581557831887485717997975)
Polynomial Degree: 5
Polynomial Coefficients: [43, 56, 10, 58, 50, 22]
Public Key: (48906783634539766177547499230326178903415516168921557316937422605630295566607, 67101589694053781389563045157590956412210368928549739370312211714548048199108)
61913107694658310122687241470943483526119051349502677978479941103518988060348, 44876752226767939120692237152185745149662898150625705443401330403084457523340
38268306312218096188463813527711495958584416048453058502580077956840835353669, 57525126279608076186524011758560543339797978602402216493773851718664894391715
42976107484970436780947379143866659191572174136307563196503331971662294258836, 60386340786712823219297311317901239481550191177432107822279780606197602866577
56085808100464727159180430755293092581844529523479056822992947144857853651964, 20028534232719128423840898128987018398276095574930894889825598158988376284538
14317779227194561108992386606869956691573469775801411166956582872546757864769, 47442540740562035553413401631717960368162451090232600877277676632629431462685
2605730482843371504838647726794827563685406044945209655402270759992275991169, 48137935209856171877827511244951636752084127056231764320587760268557613242009
36135677905453906107094120364846682330315036825258404348321868346344875614815, 22338667693816178346328663532222390623560859472825968017276825571664595778958
20935915902609569952327856163148683424216302202290396593010496350136014356890, 30840471850382992751394393427267633236066940982377581121460335518387250091060
46868700441656332002698873273576533839511503091425802183819979024283879629983, 29043418758542203837469263696949680290954201744099554654580552924075791539985
6701093569903811559850739999071280735115010720496413842616132108440777112457, 11291754136246299568391722433556731446987015540422402165006566336173066196360
39878849818009357188638200268785550413535515919326134371627864436650137076615, 7687475703675002636112296149123481009620892493425017524673228744496092719753
48623003150422981213892834705593654446689017878524001756416354186230264497944, 7028430698982456464586749931433541069606368784733689456381367223746876214458
45488639982474576437679498528140313560337146867160080261161967030110092077942, 35590148983685120377968210447536690782368989892021356350407942477385724202106
33562985075241494116474617057187145911138539994068035713826158995704875064162, 34217422323544402990396906140068137918387607448565836100574418849873481713725
34182910729176276943086097095178436252599563241363245498902886303890419580185, 70904158026220519501844533531561532684081873067385593310358243577846603112104
71632281630859290847955691073412363060637230123386660972956812613408647566338, 69680792928993695336315199673707149562709844153280927565037530872717781826393
