Elliptic Curve: brainpoolP256r1
Field Prime: 76884956397045344220809746629001649093037950200943055203735601445031516197751
Base Point: (63243729749562333355292243550312970334778175571054726587095381623627144114786, 38218615093753523893122277964030810387585405539772602581557831887485717997975)
Polynomial Degree: 9
Polynomial Coefficients: [60, 20, 58, 51, 10, 56, 25, 25, 24, 10]
Public Key: (5481956779446220835471294033643281555172386268465972704287265177613591895796, 45176245742755782087711761877648433426740431190144314124665602284989731480409)
44757262621784372571729397910688490913604676056526004014714007490730346892472, 18051219018296842793064080379188903264478861425516979432625138936972303858253
25068666205518358612331493058634727248279276445114975806527786130092296101144, 46265995029413627985046703778278854513105265511392446058035068072887849694522
39897278815049269590225264227159717462888092710213817705116139724726558000251, 26231359023854010589067010557062336966211838522813039650470553970446103731305
6123289524921259194963892178237226267007469671900523190902089479396792386787, 28090691270379610694380222907855941195110193582111339301028288280677777993951
55486206744308179570907542445298623587855150455324941294454214207002167391944, 47956030984821470805575304246819490968496750604574405759836002024798294618526
18267522476958229004640830296656849880248065908052196503190275730674134366727, 14228486752826132417855453414045537368327810314739319033597625061040593168238
3129666522921960539117822832181598376097259846219210929115073336200964969671, 69469897331101669862246357047910670024413966862416847760584475516639914747115
22768943063442401153714858150802209301581933343131496874743746399316982766568, 48105779255057351172665573720697447805683574197594890522607621487404691102723
70590802611122889506570291144128977930677890296621937490063357588472558043480, 69260634067470126468624046280874665423756863283968225903791968761054947868801
53561552832411296168900798521017724826662945377776518487137271844670874716794, 26268953181449418795613555120164866525010907489617593641600140238760927016378
23226643937623211142991961604406320609791528341464754270662127240185114112747, 43612788709775483806143634083294935564720750169310536856473028474302753554875
67556158265266203346849733942742152871141460729299002191576606228648589837107, 74654633751260798955791211258830702358069235790179683411461032695609091745302
10963015863914773594935231064945202833891586472932564579688106268983271003238, 23289931225146227034779097426051965373139487173632608786489339432376181790979
40315806337996454541646054267039735384629858056114917690650709245256019962600, 33173582131510566818360341034029870407650120413252069634726746566149738552620
1152813666674716306555602624982237190531692759520935706251622371327660671907, 16757863711237908697685659697483330110201637608068572050989702949680430408052
17471571802448101016094947919461274539681427437892490637624851492088404904405, 69534230623569074091661110240299810801858943834703030280541610617183226872811
